"","Depth","Latitude","Longitude","Fixed substrate","Sediment substrate","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015"
"60_GAMGAM1_29","60","-23.0731","-135.0162","45.33","0","0","56.27609","9.8732471","25.38626","3.177","25.21497","25.0889","Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None","18","2","3.2","2","11.2"
"60_GAMGAM1_30","60","-23.0731","-135.0162","49.34","0","0","56.27609","9.8732471","25.38626","3.177","25.21497","25.0889","Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None","18","2","3.2","2","11.2"
"90_GAMGAM1_1","90","-23.0731","-135.0162","21.33","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_2","90","-23.0731","-135.0162","48","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_3","90","-23.0731","-135.0162","26.67","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_4","90","-23.0731","-135.0162","36","0","1.33","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_5","90","-23.0731","-135.0162","29.34","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_6","90","-23.0731","-135.0162","16","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_7","90","-23.0731","-135.0162","25.34","0","1.33","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_8","90","-23.0731","-135.0162","21.33","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_9","90","-23.0731","-135.0162","17.33","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_10","90","-23.0731","-135.0162","21.33","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_11","90","-23.0731","-135.0162","20","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_12","90","-23.0731","-135.0162","17.33","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_13","90","-23.0731","-135.0162","24","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_14","90","-23.0731","-135.0162","24","2.67","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_15","90","-23.0731","-135.0162","22.67","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_16","90","-23.0731","-135.0162","20","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_17","90","-23.0731","-135.0162","24","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_18","90","-23.0731","-135.0162","46.66","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_19","90","-23.0731","-135.0162","73.33","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_20","90","-23.0731","-135.0162","22.66","0","2.67","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_21","90","-23.0731","-135.0162","14.67","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_22","90","-23.0731","-135.0162","5.33","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_23","90","-23.0731","-135.0162","14.67","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_24","90","-23.0731","-135.0162","10.67","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_25","90","-23.0731","-135.0162","32","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_26","90","-23.0731","-135.0162","16","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_27","90","-23.0731","-135.0162","16","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_28","90","-23.0731","-135.0162","46.66","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_29","90","-23.0731","-135.0162","24","2.67","6.67","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"90_GAMGAM1_30","90","-23.0731","-135.0162","10.66","0","0","21.54783","3.7844422","23.72214","3.647","25.21497","24.73589","Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae","11","2","3.2","2","11.2"
"120_GAMGAM1_1","120","-23.0731","-135.0162","32","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_2","120","-23.0731","-135.0162","10.67","52","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_3","120","-23.0731","-135.0162","34.67","5.33","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_4","120","-23.0731","-135.0162","34.67","0","4","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_5","120","-23.0731","-135.0162","57.33","0","2.67","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_6","120","-23.0731","-135.0162","30.67","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_7","120","-23.0731","-135.0162","28","8","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_8","120","-23.0731","-135.0162","24","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_9","120","-23.0731","-135.0162","32","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_10","120","-23.0731","-135.0162","41.33","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_11","120","-23.0731","-135.0162","40","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_12","120","-23.0731","-135.0162","45.33","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_13","120","-23.0731","-135.0162","54.67","4","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_14","120","-23.0731","-135.0162","46.67","4","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_15","120","-23.0731","-135.0162","30.67","1.33","6.67","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_16","120","-23.0731","-135.0162","28","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_17","120","-23.0731","-135.0162","26.67","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_18","120","-23.0731","-135.0162","49.33","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_19","120","-23.0731","-135.0162","13.33","0","5.33","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_20","120","-23.0731","-135.0162","30.67","2.67","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_21","120","-23.0731","-135.0162","54.67","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_22","120","-23.0731","-135.0162","20","5.33","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_23","120","-23.0731","-135.0162","25.33","5.33","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_24","120","-23.0731","-135.0162","30.67","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_25","120","-23.0731","-135.0162","20","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_26","120","-23.0731","-135.0162","26.67","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_27","120","-23.0731","-135.0162","16","0","12","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_28","120","-23.0731","-135.0162","26.67","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_29","120","-23.0731","-135.0162","28","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"120_GAMGAM1_30","120","-23.0731","-135.0162","38.67","0","0","6.48913","1.1404435","22.70297","2.252","25.21497","23.2482","Barrier reef","North-west","Moderate","Montipora and sediment","Sediment substrate","CCA"," 8","2","3.2","2","11.2"
"6_GAMGAM2_1","6","-23.001","-134.9605","32","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_2","6","-23.001","-134.9605","60","1.33","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_3","6","-23.001","-134.9605","50.66","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_4","6","-23.001","-134.9605","57.34","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_5","6","-23.001","-134.9605","36","4","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_6","6","-23.001","-134.9605","37.33","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_7","6","-23.001","-134.9605","49.34","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_8","6","-23.001","-134.9605","40","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_9","6","-23.001","-134.9605","45.33","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_10","6","-23.001","-134.9605","22.67","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_11","6","-23.001","-134.9605","40","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_12","6","-23.001","-134.9605","50.67","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
"6_GAMGAM2_13","6","-23.001","-134.9605","46.66","0","0","568.46647","100","25.89805","1.097","25.23481","25.23481","Barrier reef","North","Moderate","Dead corals and CCA","Fixed substrate","CCA","15","2","2.2","2","10.4"
